number,name,credit,sylabus
206827,"עיצוב, טכנולוגיה וחדשנות 1",2,"הרצאות אורח של מרצים מובילים מהאקדמיה, התעשייה והיי טק בתחומי עיצוב, הנדסת אנוש, חדשנות, אוכלוסיות מיוחדות, ניהול, שיטות מחקר, טכנולוגיות מובילות, סביבה וקיימות, אמנות ויצירה, טכנולוגית המידע, חידושים מדעיים. תוצאות למידה: בסיום הקורס הסטודנט: 1. יכיר טכנולוגיות חדישות 2. יכיר חברות ומעצבים מקוריים וחדשניים. 3. יהיה בעל רקע עיוני בנושאי רוחב רלוונטיים לתחומי ארכיטקטורה ועיצוב. 4. יכיר תעשיות מובילות בטכנולוגיה, חדשנות ובעיצוב."
206830,תכנון ועיצוב המרחב הוירטואלי,3,"המרחב הווירטואלי משמש כהרחבה וכתחליף למרחב הפיסי. הנושאים: מקורות תיאורטיים וטכנולוגיים של התופעה ויסודותיה המושגיים. מושגים מתחום המדיה הדיגיטלית, התכנון והעיצוב הפיסי, מאפיינים בסיסיים בתכנון המרחב הווירטואלי ויישומם."
206831,נושאים נבחרים בעיצוב תעשייתי 5,3,"הסילבוס ייקבע על ידי המורה, באישור ועדת לימודי תארים מתקדמים של המסלול, לפני תחילת הסמסטר בו יינתן המקצוע. סמסטר א' תשע""ח: חשיבה עיצובית סמסטר ב' תשע""ט: התנסות בפיתוח מוצר לפי דרישות עיצוב והנדסת אנוש. סמסטר ב' תש""ף: צבע והגורם האנושי."
206841,תכן פרמטרי באדריכלות,3,"תיאוריות ומתודולוגיות של עיצוב פרמטרי באדריכלות: תכן פרמטרי כדרך חשיבה, אדריכלות קלאסית, מודלים פרמטריים של 'מציאת צורה', מודלים והסגנונות של אדריכלות דיגיטלית. התנסות עם מודלים פרמטריים ויישומם באמצעות ממשק משתמש של סביבת תכנון פרמטרית, הגדרת רכיבים, יחסים ופרמטרים. תוצאות למידה: בסיום הקורס הסטודנט ידע 1. לחקור וליישם מתודולוגיות וטכניקות של תכנון פרמטרי באדריכלות כדרך חשיבה תכנונית. 2. לפתח מודלים פרמטריים (כגון: מודלים מתימטיים, טרנספורמציות גיאומטריות, 'מציאת צורה', אלגוריתמים של יצירת צורה). 3. לשלוט בשפה פרמטרית (כגון גראסהופר: הגדרת רכיבים יחסים ופרמטרים) 4. לפתח פרויקט נסיוני אדריכלי פרמטרי- בקנה מידה מצומצם."
206913,נושאים נבחרים בארכיטקטורה 1,3,"הסילבוס יקבע ע'י המורה באישור הועדה לפני תחילת הסמסטר בו ינתן המקצוע. סמסטר א' תשע""ז: אדריכלות וקידמה במאות ה-02 וה-12: חשיבה עתידנית באדריכלות ובעיצוב עירוני. סמסטר ב' תשע""ח: ברוטליזם וקהילה. מחקר אדריכלי ואתנוגרפי אודות מתחם המגורים  בתי בארי  בתל אביב. סמסטר ב' תשע""ט: חומרים לבניה 2."
206915,נושאים נבחרים בארכיטקטורה 3,3,"הסילבוס ייקבע על ידי המורה באישור הוועדה לפני תחילת הסמסטר בו ינתן הקורס. סמסטר א' תשע""ז: אדריכלות לילדים סמסטר א' תש""פ: הרמוניה אדריכלית הנדסית."
206916,נושאים נבחרים בארכיטקטורה 4,2,"הסילבוס יקבע על ידי מורה באישור הועדה לפני תחילת הסמסטר בו ינתן המקצוע. סמסטר ב' תשע""ז: המוזיאון כאתר. סמסטר ב' תש""ף: חכמות-רחוב, פעולה עירונית"
206963,כלים של מדיניות משפט ומנהל בתכנון,2,"הקורס בוחן את התכנון הסטטוטורי ככלי למדיניות והסדרה של המרחב. מטרת הקורס לחשוף את הסטודנט לעקרונות דיני התכנון והבנייה בישראל, מערכת החקיקה, התקנות ומוסדות התכנון - הצדקתם, סמכויותיהם וגבולותיהם. הקורס מציג מגוון של סוגיות כמו סוגי תכניות ברמות השונות, כולל תכניות אב, תשתיות, התחדשות ומסמכי מדיניות- מאפייניהם ומעמדם, תהליכי דיון ואישור, גמישות בין תכנון לביצוע- הקלות ושימושים חורגים והקניית שיקול דעת. כמו כן, עוסק הקורס בייצוג ושילוב של שיקולי כלכלה, חברה, וסביבה בתהליכי תכנון, כולל יידוע הציבור, שיתוף הציבור וכלי ביצוע.% תוצאות למידה: בסים הקורס הסטודנט יהיה מסוגל: 1. להכיר את העקרונות העומדים בבסיסו של החוק ויתמצא בחוק התכנון והבנייה ובשינויים החלים בו, תוך פיתוח מיומנות ראשונית בשפת החוק והתכניות, התשריטים, ההוראות, הנספחים וכלי המדיניות ומודעות למאגרי מידע קיימים והגישה אליהם.% 2. לפתח רגישות למורכבות האינטרסים הפרטיים והציבוריים בתכנון ודרכי ייצוגם ושילובם, תוך הבנה בקורתית של הערכים והנהלים המנחים את ההסדרה הציבורית של המרחב.% 3. יתנסה בניתוח תהליך תכנוני מבחינת אינטרסים נוגדים מעורבים ותהליך הסדרתם.%"
206987,נושאים נבחרים בשימור 3,2,הסילבוס יקבע על ידי המורה באישור ועדת לימודי מוסמכים לפני תחילת הסמסטר בו יינתן הקורס.
206995,סיור/סדנא בינלאומית - אתרי מורשת,3,"קורס בשיתוף מוסד אקדמי מהזירה הבינלאומית, בושאי המורשת הבנויה לסוגיה. הקורס יתקיים במתכונת של סדנא מרוכזת ויכלול סיורים והרצאות באתרי מורשת כבסיס לביצוע מטלה תיעודית, תכנונית וכדומה."
207001,תיאוריות התכנון,3,"תפקיד התאוריה בתהליך התכנון, תפקיד התכנון בחברה המודרנית והתפתחות מחשבת התכנון בישראל.  תאוריות של תהליך התכנון הרציונאלי כוללני ושל התכנון התוספתי. שיטות להצבת יעדי תכנון, שיטות ליצירת תכניות אלטרנטיביות והערכתן, תהליך בצוע התכניות, תפקידים חלופיים למתכנן, ערכים ואתיקה בתכנון.%"
207005,מבוא לתכנון ערים ואזורים,3,"מושגים עיקריים בתכנון ערים ואזורים. הנושאים: תיאוריות של תכנון ערים בעולם המערבי, התפתחות התכנון העירוני והאזורי בישראל במבט היסטורי, מערכת קבלת ההחלטות והשינויים שחלו בה, גישות שונות לתהליכי תכנון, תכנון ופוליטיקה, אתיקה בתכנון, תכנון כולל לעומת תכנון מיגזרי, תכנון יזמי לעומת תכנון ציבורי מווסת, היכרות עם תוכניות מתאר ארציות, מחוזיות ומקומיות ועם מדיניות תכנון."
207020,"מבוא לממ""ג למתכננים",3,"לפתח מיומנות בשימוש טכנולוגיה מתקדמת בנתוח נתונים מרחביים. הקורס מתרכז בלימוד הסביבה -GIS מערכות מידע גיאוגרפיות במסגרת הקורס בחלקו הראשון ילמדו הסטודנטים שימוש ישיר של טכנולוגית GIS ובחלק השני, יישום השיטה לפרויקט קטן, בתחום תכנון אזורי."
207041,עקרונ.אקולוגיים בתכנון עיר ואזור,3,"יחסי אדם סביבה, הגישה האקולוגית בתכנון  שימושי קרקע אזוריים, תכנון שימושי קרקע ושמירת איכות הסביבה, גישות נבחרות לניתוח והערכה של משאבי טבע ונוף, נתונים לתכנון משאבי טבע ועיבודם בעזרת מחשבים, גישות בקרת איכות סביבה."
207044,סמינר בשתוף הצבור בתכנון,3,"התיאוריה של שיתוף הציבור בהליכי תכנון ותיאוריה של מיתון קונפליקטים בין קבוצות. הסמינר יסקור גישות ושיטות שונות לשתוף הציבור, לתקשורת ולחשיבה בקבוצות קטנות ולמיתון קונפליקטים. השיעור יתבסס על הפעלת הסטודנטים והמחשת השיטות בכיתה. כן יודגשו ההיבטים המשפטיים של שיתוף הציבור בתכנון ובניה."
